Number,Trade type,Entry time,Exposure,Entry balance,Exit balance,Profit,Pnl (incl fees),Exchange,Margin,BTC Price
363,Short,31st Dec 2018 07:00,1 day 7 hours,12.896637,13.329237,0.432599,3.35,Bitmex,2,3691.86
362,Long,30th Dec 2018 15:00,16 hours,13.094129,12.892453,-0.201676,-1.54,Bitmex,2,3829
361,Short,29th Dec 2018 14:30,1 day 30 minutes,12.79653,13.100435,0.303905,2.37,Bitmex,2,3729.31
360,Long,28th Dec 2018 16:00,22 hours 30 minutes,12.606744,12.800552,0.193807,1.54,Bitmex,2,3888.06
359,Short,26th Dec 2018 19:00,1 day 21 hours,13.09397,12.59642,-0.49755,-3.8,Bitmex,2,3809.88
358,Long,25th Dec 2018 22:30,20 hours 30 minutes,13.391281,13.08767,-0.30361,-2.27,Bitmex,2,3780
357,Short,24th Dec 2018 20:00,1 day 2 hours 30 minutes,12.000415,13.420753,1.420337,11.84,Bitmex,2,4034
356,Long,24th Dec 2018 02:30,17 hours 30 minutes,12.957997,11.980124,-0.977872,-7.55,Bitmex,2,4034
355,Short,21st Dec 2018 06:00,2 days 18 hours 53 minutes,14.881859,12.91723,-1.964628,-13.2,Bitmex,2,3839.06
354,Long,20th Dec 2018 09:00,21 hours,15.221904,14.874654,-0.347249,-2.28,Bitmex,2,4075.34
353,Short,19th Dec 2018 22:30,9 hours 50 minutes,17.522641,15.173152,-2.349489,-13.41,Bitmex,2,3682.51
352,Long,19th Dec 2018 00:00,22 hours 30 minutes,17.245265,17.528519,0.283253,1.64,Bitmex,2,3682.51
351,Short,18th Dec 2018 14:00,10 hours,18.686054,17.214735,-1.471319,-7.87,Bitmex,2,3667.77
350,Short,16th Dec 2018 19:30,22 hours 42 minutes,21.505916,18.626302,-2.879614,-13.39,Bitmex,2,3195
349,Long,16th Dec 2018 02:30,17 hours,21.432589,21.50747,0.074881,0.35,Bitmex,2,3195
348,Short,13th Dec 2018 04:30,2 days 22 hours,19.684417,21.469632,1.785214,9.07,Bitmex,2,3265
347,Long,11th Dec 2018 06:30,1 day 22 hours,20.152989,19.674488,-0.478501,-2.37,Bitmex,2,3349.36
346,Short,10th Dec 2018 08:30,22 hours,19.39128,20.16913,0.777849,4.01,Bitmex,2,3410.15
345,Long,9th Dec 2018 07:30,1 day 1 hour,18.935853,19.40093,0.465077,2.46,Bitmex,2,3531.18
344,Short,6th Dec 2018 18:00,2 days 13 hours 30 minutes,17.304549,18.97042,1.66587,9.63,Bitmex,2,3433.26
343,Long,6th Dec 2018 05:30,11 hours 17 minutes,20.326,17.240526,-3.085474,-15.18,Bitmex,2,3433.26
342,Short,3rd Dec 2018 04:00,3 days 1 hour 30 minutes,19.120007,20.351555,1.231548,6.44,Bitmex,2,3833.47
341,Long,2nd Dec 2018 20:30,7 hours 30 minutes,20.831079,19.08375,-1.747329,-8.39,Bitmex,2,4103.19
340,Short,29th Nov 2018 07:30,3 days 13 hours,20.525196,20.837561,0.312364,1.52,Bitmex,2,4248
339,Long,27th Nov 2018 08:00,1 day 23 hours 30 minutes,17.222449,20.595181,3.372731,19.58,Bitmex,2,3775
338,Short,26th Nov 2018 14:00,18 hours,16.493688,17.237892,0.744203,4.51,Bitmex,2,3731.32
337,Long,25th Nov 2018 21:00,17 hours,17.426941,16.473913,-0.953028,-5.47,Bitmex,2,3936.69
336,Short,22nd Nov 2018 15:00,2 days 12 hours 46 minutes,12.05497,17.540772,5.485801,45.51,Bitmex,2,4265.36
335,Long,21st Nov 2018 00:30,1 day 14 hours 30 minutes,11.673595,12.063052,0.389456,3.34,Bitmex,2,4545.11
334,Short,18th Nov 2018 16:30,1 day 14 hours 20 minutes,8.019474,11.751025,3.731551,46.53,Bitmex,2,5560
333,Long,17th Nov 2018 14:00,1 day 2 hours 30 minutes,7.905906,8.02188,0.115974,1.47,Bitmex,2,5504.17
332,Short,16th Nov 2018 18:00,20 hours,7.809213,7.907955,0.098741,1.26,Bitmex,2,5512.24
331,Long,15th Nov 2018 16:00,1 day 2 hours,7.629353,7.813024,0.183671,2.41,Bitmex,2,5579.52
330,Short,12th Nov 2018 18:00,2 days 22 hours,5.801324,7.668089,1.866764,32.18,Bitmex,2,6327.87
329,Long,12th Nov 2018 03:30,14 hours 30 minutes,5.862822,5.800021,-0.0628,-1.07,Bitmex,2,6327.87
328,Short,11th Nov 2018 02:30,1 day 1 hour,5.903731,5.861955,-0.041775,-0.71,Bitmex,2,6357.6
327,Long,10th Nov 2018 06:30,20 hours,5.932108,5.903129,-0.028979,-0.49,Bitmex,2,6347.42
326,Short,9th Nov 2018 10:00,20 hours 30 minutes,5.953257,5.93166,-0.021597,-0.36,Bitmex,2,6334.89
325,Long,9th Nov 2018 08:30,1 hour 30 minutes,6.081448,5.950541,-0.130907,-2.15,Bitmex,2,6334.89
324,Short,7th Nov 2018 19:00,1 day 13 hours 30 minutes,5.927313,6.084714,0.157401,2.66,Bitmex,2,6503.12
323,Long,6th Nov 2018 08:00,1 day 11 hours,5.765118,5.93075,0.165632,2.87,Bitmex,2,6448.5
322,Short,5th Nov 2018 12:00,20 hours,5.787416,5.764645,-0.02277,-0.39,Bitmex,2,6404
321,Long,3rd Nov 2018 21:30,1 day 14 hours 30 minutes,5.692942,5.789418,0.096476,1.69,Bitmex,2,6331.96
320,Short,2nd Nov 2018 17:30,1 day 4 hours,5.686858,5.693071,0.006213,0.11,Bitmex,2,6349.8
319,Long,31st Oct 2018 16:00,2 days 1 hour 30 minutes,5.647848,5.687684,0.039836,0.71,Bitmex,2,6304.18
318,Short,29th Oct 2018 11:30,2 days 4 hours 30 minutes,5.675049,5.647272,-0.027776,-0.49,Bitmex,2,6266
317,Long,28th Oct 2018 23:30,12 hours,5.864714,5.67103,-0.193684,-3.3,Bitmex,2,6403.62
316,Short,28th Oct 2018 21:00,2 hours 30 minutes,5.910008,5.863754,-0.046253,-0.78,Bitmex,2,6403.62
315,Long,25th Oct 2018 17:00,3 days 4 hours,5.934698,5.909484,-0.025213,-0.42,Bitmex,2,6395.58
314,Short,23rd Oct 2018 13:00,2 days 4 hours,5.973229,5.933882,-0.039347,-0.66,Bitmex,2,6395.14
313,Long,15th Oct 2018 06:30,1 week 1 day 6 hours 30 minutes,6.270858,5.966922,-0.303936,-4.85,Bitmex,2,6440.42
312,Short,9th Oct 2018 06:30,6 days,6.159941,6.273208,0.113267,1.84,Bitmex,2,6589.48
311,Long,6th Oct 2018 00:00,3 days 6 hours 30 minutes,6.13438,6.160483,0.026103,0.43,Bitmex,2,6552.43
310,Short,2nd Oct 2018 16:30,3 days 7 hours 30 minutes,6.290221,6.131078,-0.159143,-2.53,Bitmex,2,6498.46
309,Long,2nd Oct 2018 05:00,11 hours 30 minutes,6.440736,6.287032,-0.153704,-2.39,Bitmex,2,6498.46
308,Short,28th Sep 2018 18:00,3 days 11 hours,6.33039,6.443074,0.112684,1.78,Bitmex,2,6620.01
307,Long,27th Sep 2018 20:00,22 hours,6.378222,6.329377,-0.048845,-0.77,Bitmex,2,6680.01
306,Short,27th Sep 2018 05:00,15 hours,6.767692,6.369969,-0.397722,-5.88,Bitmex,2,6680.01
305,Long,18th Sep 2018 12:30,1 week 1 day 16 hours 30 minutes,6.476659,6.773859,0.2972,4.59,Bitmex,2,6335.7
304,Short,17th Sep 2018 13:00,23 hours 30 minutes,6.251152,6.481438,0.230285,3.68,Bitmex,2,6250.7
303,Long,16th Sep 2018 20:00,17 hours,6.376344,6.2485,-0.127844,-2,Bitmex,2,6498
302,Short,15th Sep 2018 10:30,1 day 9 hours 30 minutes,6.351987,6.37686,0.024873,0.39,Bitmex,2,6518.68
301,Long,12th Sep 2018 05:30,3 days 5 hours,5.936705,6.360786,0.424081,7.14,Bitmex,2,6326
300,Short,10th Sep 2018 06:00,1 day 23 hours 30 minutes,5.940275,5.936629,-0.003645,-0.06,Bitmex,2,6300
299,Long,9th Sep 2018 11:00,19 hours,6.091822,5.937064,-0.154758,-2.54,Bitmex,2,6235.01
298,Short,7th Sep 2018 21:30,1 day 13 hours 30 minutes,5.96434,6.094524,0.130183,2.18,Bitmex,2,6395.01
297,Long,7th Sep 2018 21:00,30 minutes,6.008474,5.963405,-0.045068,-0.75,Bitmex,2,6395.01
296,Short,7th Sep 2018 19:30,1 hour 30 minutes,6.098523,6.006566,-0.091957,-1.51,Bitmex,2,6395.01
295,Long,6th Sep 2018 21:30,22 hours,6.157951,6.097264,-0.060686,-0.99,Bitmex,2,6495
294,Short,5th Sep 2018 05:00,1 day 16 hours 30 minutes,4.817147,6.186362,1.369214,28.42,Bitmex,2,6687.96
293,Long,31st Aug 2018 04:00,5 days 1 hour,4.375744,4.826501,0.450756,10.3,Bitmex,2,7015.01
292,Short,29th Aug 2018 07:30,1 day 20 hours 30 minutes,4.275472,4.377869,0.102396,2.39,Bitmex,2,7030.9
291,Long,28th Aug 2018 00:00,1 day 7 hours 30 minutes,4.112678,4.278922,0.166243,4.04,Bitmex,2,7071.01
290,Short,25th Aug 2018 16:30,2 days 7 hours 30 minutes,4.37715,4.107074,-0.270075,-6.17,Bitmex,2,6737.52
289,Long,23rd Aug 2018 14:30,2 days 2 hours,4.078568,4.383477,0.304908,7.48,Bitmex,2,6526.36
288,Short,22nd Aug 2018 17:00,21 hours 30 minutes,4.112497,4.077849,-0.034647,-0.84,Bitmex,2,6359.99
287,Short,17th Aug 2018 02:30,4 days 23 hours 32 minutes,5.106705,4.09143,-1.015274,-19.88,Bitmex,2,6585.49
286,Long,16th Aug 2018 18:00,8 hours 30 minutes,5.220973,5.104283,-0.116689,-2.24,Bitmex,2,6315.9
285,Short,16th Aug 2018 02:00,16 hours,5.470762,5.21568,-0.255082,-4.66,Bitmex,2,6315.9
284,Long,14th Aug 2018 21:00,1 day 5 hours,5.162228,5.4773,0.315071,6.1,Bitmex,2,6195.01
283,Short,13th Aug 2018 18:30,1 day 2 hours 30 minutes,4.938768,5.166963,0.228195,4.62,Bitmex,2,6253.67
282,Long,11th Aug 2018 16:30,2 days 2 hours,4.798164,4.941747,0.143583,2.99,Bitmex,2,6235.56
281,Short,10th Aug 2018 10:00,1 day 6 hours 30 minutes,4.478317,4.804941,0.326624,7.29,Bitmex,2,6146.01
280,Long,9th Aug 2018 10:00,1 day,4.467353,4.478549,0.011195,0.25,Bitmex,2,6546.45
279,Short,7th Aug 2018 22:00,1 day 12 hours,3.975448,4.477776,0.502328,12.64,Bitmex,2,6718.22
278,Long,7th Aug 2018 05:00,17 hours,4.248669,3.969658,-0.27901,-6.57,Bitmex,2,6718.22
277,Short,6th Aug 2018 14:00,15 hours,4.297566,4.247633,-0.049933,-1.16,Bitmex,2,6938
276,Long,5th Aug 2018 11:30,1 day 2 hours 30 minutes,4.443713,4.294469,-0.149244,-3.36,Bitmex,2,7030.01
275,Short,4th Aug 2018 12:30,23 hours,4.073636,4.451555,0.377918,9.28,Bitmex,2,7005
274,Long,3rd Aug 2018 17:00,19 hours 30 minutes,4.217049,4.070597,-0.146451,-3.47,Bitmex,2,7414.08
273,Short,2nd Aug 2018 17:30,23 hours 30 minutes,4.139399,4.218695,0.079295,1.92,Bitmex,2,7533.92
272,Long,1st Aug 2018 15:00,1 day 2 hours 30 minutes,4.169977,4.138751,-0.031225,-0.75,Bitmex,2,7603.99
271,Short,28th Jul 2018 12:00,4 days 3 hours,3.618262,4.181668,0.563405,15.57,Bitmex,2,8228.9
270,Long,26th Jul 2018 07:30,2 days 4 hours 30 minutes,3.712108,3.616274,-0.095833,-2.58,Bitmex,2,7931.99
269,Short,25th Jul 2018 11:30,20 hours,3.77402,3.710796,-0.063224,-1.68,Bitmex,2,8157.15
268,Long,17th Jul 2018 18:00,1 week 17 hours 30 minutes,3.033764,3.789706,0.755941,24.92,Bitmex,2,7315.01
267,Short,17th Jul 2018 14:30,3 hours 14 minutes,3.474521,3.024425,-0.450096,-12.95,Bitmex,2,7315.01
266,Long,16th Jul 2018 09:30,1 day 5 hours,3.269736,3.478861,0.209124,6.4,Bitmex,2,6728.81
265,Short,16th Jul 2018 07:00,2 hours 30 minutes,3.430499,3.26633,-0.164168,-4.79,Bitmex,2,6728.81
264,Long,14th Jul 2018 16:30,1 day 14 hours 30 minutes,3.3461,3.432287,0.086187,2.58,Bitmex,2,6248.65
263,Short,12th Jul 2018 07:00,2 days 9 hours 30 minutes,3.408262,3.344782,-0.063479,-1.86,Bitmex,2,6249.75
262,Long,11th Jul 2018 08:00,23 hours,3.562818,3.404987,-0.157831,-4.43,Bitmex,2,6390.04
261,Short,10th Jul 2018 00:30,1 day 7 hours 30 minutes,3.249705,3.569453,0.319748,9.84,Bitmex,2,6303.7
260,Long,6th Jul 2018 10:30,3 days 14 hours,3.124998,3.252347,0.127349,4.08,Bitmex,2,6600
259,Short,5th Jul 2018 10:00,1 day 30 minutes,3.038655,3.126828,0.088172,2.9,Bitmex,2,6532.95
258,Long,4th Jul 2018 13:30,20 hours 30 minutes,3.14158,3.036474,-0.105105,-3.35,Bitmex,2,6587.47
257,Short,30th Jun 2018 22:30,3 days 14 hours 45 minutes,3.616893,3.131508,-0.485385,-13.42,Bitmex,2,6383.19
256,Short,28th Jun 2018 21:30,1 day 4 hours 7 minutes,4.203295,3.604468,-0.598827,-14.25,Bitmex,2,5851.66
255,Short,24th Jun 2018 05:00,11 hours 43 minutes,4.795713,4.190742,-0.604971,-12.61,Bitmex,2,6149.99
254,Long,23rd Jun 2018 10:30,18 hours 30 minutes,5.202531,4.787093,-0.415438,-7.99,Bitmex,2,6178.29
253,Long,18th Jun 2018 16:00,4 days 4 hours 30 minutes,6.050473,5.184564,-0.865908,-14.31,Bitmex,2,6709.02
252,Short,17th Jun 2018 13:00,1 day 3 hours,6.057265,6.050329,-0.006935,-0.11,Bitmex,2,6447.16
251,Long,14th Jun 2018 05:00,3 days 8 hours,6.090817,6.056554,-0.034263,-0.56,Bitmex,2,6638.49
250,Short,12th Jun 2018 16:30,1 day 12 hours 30 minutes,5.63424,6.100492,0.466251,8.28,Bitmex,2,6545
249,Long,9th Jun 2018 02:30,1 day 14 hours 37 minutes,6.638252,5.612966,-1.025285,-15.45,Bitmex,2,7496.4
248,Short,3rd Jun 2018 22:30,5 days 4 hours,6.612185,6.638804,0.026618,0.4,Bitmex,2,7706.37
247,Long,2nd Jun 2018 00:30,1 day 22 hours,6.298815,6.618825,0.320009,5.08,Bitmex,2,7636.42
246,Short,1st Jun 2018 01:30,23 hours,6.314069,6.298492,-0.015577,-0.25,Bitmex,2,7514.32
245,Long,29th May 2018 11:00,2 days 14 hours 30 minutes,5.849065,6.323922,0.474857,8.12,Bitmex,2,7460
244,Short,25th May 2018 15:00,3 days 20 hours,5.436383,5.85781,0.421426,7.75,Bitmex,2,7459.11
243,Long,24th May 2018 13:30,1 day 1 hour 30 minutes,5.511007,5.434802,-0.076205,-1.38,Bitmex,2,7584.15
242,Short,21st May 2018 12:30,3 days 1 hour,4.389479,5.534772,1.145293,26.09,Bitmex,2,8393.44
241,Long,18th May 2018 17:00,2 days 19 hours 30 minutes,4.045466,4.396768,0.351302,8.68,Bitmex,2,8238.51
240,Short,17th May 2018 19:00,22 hours,4.010883,4.046198,0.035315,0.88,Bitmex,2,8059
239,Long,16th May 2018 18:30,1 day 30 minutes,4.169371,4.007525,-0.161846,-3.88,Bitmex,2,8344
238,Short,15th May 2018 10:00,1 day 8 hours 30 minutes,3.826469,4.176637,0.350167,9.15,Bitmex,2,8477.46
237,Long,12th May 2018 13:30,2 days 20 hours 30 minutes,3.747843,3.828135,0.080292,2.14,Bitmex,2,8475
236,Short,8th May 2018 13:00,4 days 30 minutes,3.351894,3.756233,0.404338,12.06,Bitmex,2,9177.82
235,Long,1st May 2018 19:00,6 days 18 hours,3.254161,3.353965,0.099803,3.07,Bitmex,2,9072.29
234,Short,25th Apr 2018 11:30,6 days 7 hours 30 minutes,3.173302,3.255875,0.082572,2.6,Bitmex,2,8865.98
233,Long,22nd Apr 2018 03:00,3 days 8 hours 30 minutes,3.018875,3.176575,0.157699,5.22,Bitmex,2,8795.01
232,Short,21st Apr 2018 21:30,5 hours 30 minutes,3.062006,3.017961,-0.044045,-1.44,Bitmex,2,8915.42
231,Long,20th Apr 2018 00:30,1 day 21 hours,2.780353,3.067974,0.287621,10.34,Bitmex,2,8866.27
230,Short,16th Apr 2018 05:30,3 days 19 hours,2.970933,2.776315,-0.194617,-6.55,Bitmex,2,8048.93
229,Long,15th Apr 2018 05:00,1 day 30 minutes,2.995323,2.970416,-0.024907,-0.83,Bitmex,2,8355.25
228,Short,14th Apr 2018 21:30,7 hours 30 minutes,3.04097,2.994356,-0.046614,-1.53,Bitmex,2,8003.11
227,Long,12th Apr 2018 11:30,2 days 10 hours,2.787102,3.046349,0.259247,9.3,Bitmex,2,7916
226,Long,9th Apr 2018 05:00,14 hours 38 minutes,3.261484,2.77705,-0.484433,-14.85,Bitmex,2,6771.13
225,Short,8th Apr 2018 08:00,21 hours,3.445102,3.257593,-0.187509,-5.44,Bitmex,2,7020.01
224,Long,2nd Apr 2018 02:00,6 days 6 hours,3.453302,3.444929,-0.008373,-0.24,Bitmex,2,7045.01
223,Short,29th Mar 2018 05:00,3 days 21 hours,2.919012,3.464623,0.545611,18.69,Bitmex,2,7080
222,Long,28th Mar 2018 07:00,22 hours,3.155198,2.914007,-0.24119,-7.64,Bitmex,2,7942.72
221,Short,26th Mar 2018 11:00,1 day 20 hours,2.946313,3.159624,0.21331,7.24,Bitmex,2,8145
220,Long,25th Mar 2018 19:00,16 hours,3.302327,2.93877,-0.363557,-11.01,Bitmex,2,8453
219,Short,23rd Mar 2018 13:30,10 hours 24 minutes,3.803552,3.291706,-0.511845,-13.46,Bitmex,2,8927.1
218,Long,20th Mar 2018 20:00,2 days 16 hours 56 minutes,4.51809,3.788411,-0.729678,-16.15,Bitmex,2,8900
217,Short,17th Mar 2018 04:00,2 days 10 hours 16 minutes,5.207533,4.503481,-0.704052,-13.52,Bitmex,2,7857.6
216,Long,16th Mar 2018 13:30,14 hours 30 minutes,5.713945,5.196802,-0.517142,-9.05,Bitmex,2,8275
215,Short,16th Mar 2018 07:30,6 hours,6.183057,5.704004,-0.479052,-7.75,Bitmex,2,8275
214,Long,15th Mar 2018 14:30,17 hours,6.3505,6.179509,-0.170991,-2.69,Bitmex,2,8259.99
213,Short,12th Mar 2018 10:00,2 days 11 hours 56 minutes,4.357274,6.392736,2.035462,46.71,Bitmex,2,9120
212,Long,9th Mar 2018 16:00,2 days 18 hours,3.728345,4.3706,0.642255,17.23,Bitmex,2,9255
211,Short,9th Mar 2018 02:00,14 hours,3.612653,3.730796,0.118142,3.27,Bitmex,2,9255
210,Long,8th Mar 2018 09:30,7 hours 26 minutes,4.276267,3.598591,-0.677675,-15.85,Bitmex,2,9304.89
209,Short,7th Mar 2018 17:30,16 hours,4.803031,4.265105,-0.537926,-11.2,Bitmex,2,9925
208,Short,5th Mar 2018 17:00,2 days 23 minutes,3.345978,4.833906,1.487927,44.47,Bitmex,2,11377.54
207,Long,23rd Feb 2018 05:00,1 week 3 days 12 hours,2.608527,3.361605,0.753078,28.87,Bitmex,2,10144.99
206,Short,22nd Feb 2018 16:00,13 hours,2.517114,2.610464,0.09335,3.71,Bitmex,2,9830
205,Long,17th Feb 2018 02:30,5 days 13 hours 30 minutes,2.75554,2.512061,-0.243478,-8.84,Bitmex,2,11121.5
204,Long,11th Feb 2018 10:00,3 days 16 hours 45 minutes,2.106031,2.769303,0.663272,31.49,Bitmex,2,8072.99
203,Short,10th Feb 2018 13:00,21 hours,1.882725,2.110762,0.228036,12.11,Bitmex,2,8547.49
202,Long,6th Feb 2018 14:00,23 hours 25 minutes,1.432976,1.892256,0.459279,32.05,Bitmex,2,7688.46
201,Short,5th Feb 2018 16:30,15 hours 4 minutes,0.983734,1.442495,0.458761,46.63,Bitmex,2,6905.19
200,Short,4th Feb 2018 06:00,1 day 6 hours 33 minutes,0.680273,0.990164,0.30989,45.55,Bitmex,2,8167.91
199,Long,2nd Feb 2018 21:00,1 day 9 hours,0.587981,0.682229,0.094247,16.03,Bitmex,2,8787.52
198,Short,30th Jan 2018 15:30,2 days 15 hours 9 minutes,0.402844,0.591904,0.189059,46.93,Bitmex,2,9995
197,Long,27th Jan 2018 04:00,3 days 9 hours 46 minutes,0.458663,0.401661,-0.057001,-12.43,Bitmex,2,11319
196,Long,24th Jan 2018 21:00,1 day 12 hours 36 minutes,0.547308,0.456785,-0.090523,-16.54,Bitmex,2,11356.79
195,Short,24th Jan 2018 12:00,9 hours,0.56101,0.547018,-0.013992,-2.49,Bitmex,2,11356.79
194,Short,22nd Jan 2018 17:00,23 hours 28 minutes,0.65738,0.558968,-0.098411,-14.97,Bitmex,2,10766.7
193,Long,22nd Jan 2018 04:30,8 hours 44 minutes,0.76349,0.655131,-0.108358,-14.19,Bitmex,2,10766.7
192,Long,20th Jan 2018 06:00,1 day 3 hours 14 minutes,0.905695,0.760477,-0.145218,-16.03,Bitmex,2,12762.8
191,Long,17th Jan 2018 01:00,8 hours 52 minutes,1.080886,0.901983,-0.178902,-16.55,Bitmex,2,11200.01
190,Short,16th Jan 2018 00:30,20 hours 49 minutes,0.734357,1.088228,0.353871,48.19,Bitmex,2,11570.01
189,Long,15th Jan 2018 02:00,22 hours 30 minutes,0.777517,0.733442,-0.044075,-5.67,Bitmex,2,13590
188,Short,11th Jan 2018 05:30,9 hours 37 minutes,0.890054,0.775133,-0.11492,-12.91,Bitmex,2,13308.06
187,Long,10th Jan 2018 12:00,15 hours 53 minutes,1.045597,0.886758,-0.158839,-15.19,Bitmex,2,14875.18
186,Short,10th Jan 2018 09:00,3 hours,1.145176,1.043487,-0.101688,-8.88,Bitmex,2,14875.18
185,Long,9th Jan 2018 02:00,22 hours 19 minutes,1.35141,1.140806,-0.210603,-15.58,Bitmex,2,14480.99
184,Short,8th Jan 2018 09:30,16 hours 30 minutes,1.334365,1.351771,0.017405,1.3,Bitmex,2,14993.74
183,Long,8th Jan 2018 07:30,2 hours,1.43961,1.332135,-0.107474,-7.47,Bitmex,2,14993.74
182,Short,6th Jan 2018 10:30,1 day 21 hours,1.346022,1.441593,0.09557,7.1,Bitmex,2,17098.99
181,Long,1st Jan 2018 21:30,3 days 18 hours 58 minutes,1.027839,1.352764,0.324924,31.61,Bitmex,2,13480.01
180,Short,1st Jan 2018 10:30,11 hours,1.062988,1.027095,-0.035893,-3.38,Bitmex,2,13480.01
179,Long,30th Dec 2017 23:00,1 day 11 hours 30 minutes,0.974296,1.064868,0.090571,9.3,Bitmex,2,12839.99
178,Long,28th Dec 2017 14:30,1 day 11 hours 48 minutes,1.150272,0.970568,-0.179704,-15.62,Bitmex,2,14450.01
177,Long,26th Dec 2017 05:00,1 day 21 hours 52 minutes,1.365254,1.145717,-0.219536,-16.08,Bitmex,2,15790.88
176,Short,25th Dec 2017 21:00,6 hours 48 minutes,1.580098,1.360701,-0.219397,-13.89,Bitmex,2,14171.98
175,Long,24th Dec 2017 22:30,22 hours 30 minutes,1.540106,1.580946,0.04084,2.65,Bitmex,2,14221.94
174,Long,22nd Dec 2017 20:30,1 day 15 hours 57 minutes,1.784707,1.534923,-0.249784,-14,Bitmex,2,14210.57
173,Short,21st Dec 2017 17:30,19 hours 59 minutes,1.221807,1.796634,0.574827,47.05,Bitmex,2,15758.8
172,Long,20th Dec 2017 10:00,12 hours 10 minutes,1.447759,1.21702,-0.230739,-15.94,Bitmex,2,16496.89
171,Short,19th Dec 2017 12:00,22 hours,1.360841,1.449601,0.08876,6.52,Bitmex,2,17838.73
170,Long,16th Dec 2017 13:00,2 days 23 hours,1.462961,1.358677,-0.104283,-7.13,Bitmex,2,19650.01
169,Short,16th Dec 2017 01:30,11 hours 30 minutes,1.569284,1.460708,-0.108576,-6.92,Bitmex,2,19650.01
168,Long,14th Dec 2017 09:30,1 day 16 hours,1.439932,1.572025,0.132092,9.17,Bitmex,2,16749.78
167,Long,12th Dec 2017 23:00,19 hours 10 minutes,1.692119,1.434589,-0.25753,-15.22,Bitmex,2,17730.12
166,Long,10th Dec 2017 06:00,20 hours 29 minutes,1.291989,1.700598,0.408609,31.63,Bitmex,2,15290.01
165,Short,9th Dec 2017 13:00,17 hours,1.086945,1.296334,0.209388,19.26,Bitmex,2,15309.98
164,Long,9th Dec 2017 03:30,7 hours 24 minutes,1.277892,1.082899,-0.194992,-15.26,Bitmex,2,15309.98
163,Long,4th Dec 2017 15:00,2 days 7 hours 34 minutes,0.972146,1.284371,0.312224,32.12,Bitmex,2,11643.98
162,Short,4th Dec 2017 07:30,7 hours 30 minutes,0.961394,0.972374,0.010979,1.14,Bitmex,2,11643.98
161,Long,3rd Dec 2017 12:00,9 hours 32 minutes,1.138712,0.957637,-0.181074,-15.9,Bitmex,2,11290
160,Short,30th Nov 2017 13:30,9 hours 49 minutes,1.305802,1.135171,-0.17063,-13.07,Bitmex,2,9903
159,Short,29th Nov 2017 23:00,5 hours 19 minutes,1.503393,1.301615,-0.201777,-13.42,Bitmex,2,9935.98
158,Long,28th Nov 2017 07:30,1 day 12 hours 7 minutes,1.77755,1.497584,-0.279966,-15.75,Bitmex,2,9949
157,Long,24th Nov 2017 12:00,3 days 16 hours 48 minutes,1.360679,1.786384,0.425704,31.29,Bitmex,2,8215.01
156,Short,23rd Nov 2017 01:00,1 day 11 hours,1.380732,1.360254,-0.020477,-1.48,Bitmex,2,8031.16
155,Long,22nd Nov 2017 16:00,9 hours,1.38381,1.380667,-0.003143,-0.23,Bitmex,2,8250
154,Short,21st Nov 2017 04:00,1 day 12 hours,1.518323,1.38096,-0.137363,-9.05,Bitmex,2,8109
153,Long,20th Nov 2017 15:00,12 hours 39 minutes,1.760309,1.513195,-0.247114,-14.04,Bitmex,2,8256.01
152,Short,20th Nov 2017 10:00,5 hours,1.870102,1.757983,-0.112119,-6,Bitmex,2,8256.01
151,Long,18th Nov 2017 18:30,1 day 15 hours 30 minutes,1.777401,1.872066,0.094665,5.33,Bitmex,2,7777.01
150,Short,17th Nov 2017 11:30,1 day 7 hours,1.756565,1.777843,0.021277,1.21,Bitmex,2,7714.71
149,Long,15th Nov 2017 03:00,2 days 8 hours 30 minutes,1.417529,1.763749,0.346219,24.42,Bitmex,2,7294
148,Short,10th Nov 2017 13:30,4 days 13 hours 30 minutes,1.482323,1.416156,-0.066167,-4.46,Bitmex,2,6577.62
147,Long,9th Nov 2017 18:00,19 hours 30 minutes,1.703158,1.477644,-0.225514,-13.24,Bitmex,2,7156
146,Short,9th Nov 2017 03:00,15 hours,1.615743,1.70501,0.089267,5.52,Bitmex,2,7156
145,Long,7th Nov 2017 04:30,1 day 22 hours 30 minutes,1.523403,1.6177,0.094297,6.19,Bitmex,2,7126.63
144,Short,6th Nov 2017 23:00,5 hours 30 minutes,1.618997,1.521377,-0.09762,-6.03,Bitmex,2,6969.76
143,Long,6th Nov 2017 21:30,1 hour 30 minutes,1.697904,1.617325,-0.080578,-4.75,Bitmex,2,6969.76
142,Long,3rd Nov 2017 10:30,3 days 8 hours 35 minutes,1.985739,1.691805,-0.293934,-14.8,Bitmex,2,7170.01
141,Long,31st Oct 2017 12:00,1 day 23 hours 15 minutes,1.526922,1.995461,0.468539,30.69,Bitmex,2,6445.01
140,Short,30th Oct 2017 13:30,22 hours 30 minutes,1.571631,1.525974,-0.045657,-2.91,Bitmex,2,6124.16
139,Long,28th Oct 2017 05:30,2 days 8 hours,1.401075,1.575246,0.17417,12.43,Bitmex,2,5752.01
138,Short,23rd Oct 2017 13:00,4 days 16 hours 30 minutes,1.407977,1.400928,-0.007048,-0.5,Bitmex,2,5905.99
137,Long,18th Oct 2017 23:00,4 days 14 hours,1.337527,1.40947,0.071942,5.38,Bitmex,2,5574.44
